,id,installer_id,body,overall_rating,sent_score
1061,1066,21703,We had our solar system installed by Reliable back in March 2016. The installers were quick and very neat. This company delivered on all of their promises. Anytime I had questions they would get back to me the same day. This is one of the best investments we have made. Our electric bills have bee n zero since we turned the system on the 1st of April. I would highly recommend this company to anyone considering solar.,5,0.6369
1062,1067,21729,"Hello Kevin,
I am a retired school teacher and have discovered that I could do
something to help my family and I contribute to saving money, and
protect against some of the price rises that are impacting us all.
It is wonderful that you are considering installing a solar hot water
system in your home. I had my Secusol system installed in September of
2011. So far the system works great.  All work was completed as
promised it took one day and if I had any concerns or questions, Dave
and Bruce were more than willing to go the extra mile to answer or
deal with them. I asked numerous questions and both gentlemen were
very attentive and timely in answering them either by email or phone.
I was quoted a price and  had a review of the installation placement
and procedure. Just feel free to ask. Bruce, John  and Dave will do their
best to give you a complete answer. The system as mentioned previously
works well. Very interesting to see the solar working more and more as
the season went from winter to spring. More daylight hours equals more
fuel oil savings because my oil fire heat and hot water system fires
less often. I hope to save at least 125 gallons of oil to heat my hot
water during the year. No servicing issues as of yet. After a few
years you might need to change the anode in the tank. Not a big
expense. I can say that NESHW is a efficient, well run company from my
experience thus far. The German made system has the complete 10 year
warranty. I  completed my income taxes and the Federal 30% tax credit
and the state 15% credit was great to apply for savings in my budget.
You will need to follow up on some of the paperwork that is required.
It was not a big problem for me. Bruce or Dave I am sure will provide
guidance.
The 0% loan was obtained from BayCoast Bank. I had to up front $500.00
to begin the process. The $1135 CEC rebate was granted very quickly.
So, I was not out of pocket to long. I borrowed $6700 and the monthly
payment is $79.76. I know my Weil McClain oil burner is firing much
less to keep my water hot.April, May, June, July, August,
September.really looking forward to the hot water production.
.Kevin the system continues to work without issues,through 2015. Best
hot water productions continues to be during the months mention. Then
in November my boiler works more to provide heat for the house. So it
runs for the heat and hot water is produced also. So it barely runs
during 6 months is working for heat. Savings continues to be about 125
to 150 gallons of oil used per year.
Our citizens need to evaluate new and proven technology to help  move
us forward towards energy independence and create a more sustainable
and renewable place for all of us.Keep moving forward.
I hope this information has been of some help.
Sincerely,
John Pacheco
508-252-3975



John Pacheco <johna.pacheco85@gmail.com>",5,0.8519
1063,1068,21729, We had two systems installed on the same house. One has three panels and the other one has two panels system.  The crew did a very neat and professional job on both installations.  I would highly recommend this company to do any install. ,5,0.5095
1064,1069,21703,Reliable solar solutions is a great company to deal with. One day our internet went out and we were in New York and didn't know it. We got home late and Artie had called and let us know the internet was out. Cable had done work in our neighborhood.,5,0.7003
1065,1070,21703,"We did a bit of research before we made a commitment to go Solar, for us owning the system was what we wanted, Artie did a great job, from beginning to end, explained the pros and cons, he did everything he promised and had the system install in very short time, and he continues to help us with quarterly reporting and any questions we may have. If your thinking of going solar and want to own your system, call Reliable Solar Solutions is for you! ask for Artie, and tell him that Craig Canha recommended you.

Very Happy Customer,

Craig Canha ",5,0.8979
1066,1071,21670,"PacWest Power just installed Solar Panels on our roof.  From start to finish the process was easy and quick.  Their quality of work and level of customer service has made quite an impression.  When we had questions, they had answers.  We weren't just sold panels.  We were provided a product we needed and PacWest threw in the energy education for free.  Now we have a better understanding of solar.  Knowledge is power! Thanks, PacWest.  You are the POWER this industry needs.",5,0.6597
1067,1072,21729,"From the very beginning of the process we were pleased with NE Solar Hot Water.  John was extremely thorough and knowledgeable when he came to our home to explain the system, options to meet our needs, and installation.  Throughout the installation process John's professionalism and hard work went beyond all of our expectations to work with our less than cooperative roof company to ensure our warranty remained intact. Since the installation in June our system has been awesome, more efficient than we expected, more than enough hot water for the house and warmer than our previous tank was supplying.  Every correspondence with N.E. Solar Hot Water was prompt, professional and always resolved any question or issue we had. From start to finish we absolutely could not have asked for anything more.",5,0.8553
1068,1073,21729,"PRODUCT QUALITY IS EXCELENT, SERVICE HAS BEEN NO PROBLEM, & OPERATION OF THE SYSTEM HAS BEEN FLAWLESS. I HAVE BEEN VERY HAPPY WITH THE SYSTEM & WOULD RECOMEND IT TO ANYONE.",5,0.6115
1069,1074,21703,"We explored other solar options and picked Artie because of the customer service he provided.  Artie walked us through the process from beginning to end.  He made appropriate suggestions based on his vast experience  and ""state of the art"" equipment.    Artie took care of all the paperwork with our town and only called us when he needed a signature.  His crew of installers and electricians were friendly and answered all of our questions

The bottom line is we are making electricity and couldn't be happier with the service provided by Artie and his team.

Ed D.  Westport

",5,0.4939
1070,1075,1199,"I searched, interviewed and tested several companies and only one passed, Earth Wind and Solar Energy. John over there really knows his stuff and was the most accurate and detailed then any of them. No they weren't the cheapest nor were they the most expensive but they did offer me the best quality and performance. Their honesty,integrity and on going support over the years is a constant reminder that I made the right decision. You will not find a better installer with such a commitment to perfection then EW&SE.",5,0.7351
1071,1076,21398,"Solar Optimum did a fantastic job installing my residential solar system.  Of the six quotes I obtained (5 through energy sage, 1 unsolicited door knock), Tom of Solar Optimum offered a better system at 10% lower price than the next best quote.  They took detailed measurements, created construction plans, obtained a permit, installed a system that passed inspection easily, obtained my permission to operate and set up my online system monitor.  Everyone from beginning to end of the project was efficient, helpful, polite and friendly, and the system works great, far exceeding my expectations!  I could not have asked for more!",5,0.9215
1072,1077,21163,They are great ask for eric. ,5,0.6249
1073,1078,21703,"My overall experience was unbelievable. A coworker recommended them and I couldn't be happier. They showed up as arranged and went over how the system works and how it would be installed in detail. There was constant contact by phone and email throughout the whole process from getting the permit pulled, when the equipment would arrive, and when the installers would be showing up. I would absolutely recommend them to anyone interested in getting solar panels installed.",5,0.6697
1074,1079,21729," As of this date there are still issues that we do not have as much hot water as we used to get before the solar installation ..
 Responsiveness to requests for adjustments and overall communication was very disappointing.",3,-0.5413
1075,1080,20087,"Everyone at Affordable Solar was extremely helpful and professional during the sale and installation of our system.  Justin, who was our sales rep, has a wealth of industry knowledge which he communicates in easy to understand terms.  Even after installation Justin has been very responsive and has helped us with problems and questions that were not his or his company's responsibility.  The team at Affordable, and especially Justin, provide truly excellent customer service. ",5,0.7823
1076,1081,21703,"Mr. Leonard got the job done quickly, for a competitive price and was easy to work with. He said what he would do and did it. His followup and response was excellent.",5,0.5719
1077,1082,6200,"Very good company , with quick responce.",4,0.4927
1078,1083,256,I was very disappointed in the product. There is the cost of changing the magnesium anode every 2 years and then the tank perforated and only lasted 7 years. On sourcing a replacement I found a different make that was better priced and from a friend have learnt that his is 18 years old and never had any problems. The company said this had never happened before so I assume it must have been a defective tank. I did not expect a  free replacement but did not expect it to be more expensive than the competitors. ,2,-0.5256
1079,1084,21193,The quote included an interest rate of 3.75%.  They want you to refi your house to get that.  It seemed pretty misleading. ,1,0.0772
1080,1085,20035,"I was very happy with GoGreenSolar .  They helped me design my system and drew up all of the necessary papers for me to pull a permit with no issues.   They even had an expert to do all of the interface with my utility company.
I got the micro inverter system and am very pleased with the performance of the entire system.  
The kit was complete down to the end caps that close off the railings.  The railing system is designed to carry the ground throughout the system so the ground wire only has to go from the end panel to the service panel ground. 
The AP systems micro inverter monitoring is excellent.  I have the choice of monitoring with computer software, their website through the internet or a mobile app.
kWh output production is updated every 15 minutes and can be broken down to 5 min. increments for each individual panel.  I can clearly see where and when my shading issues are for one particular panel. 

",5,0.6115
1081,1086,21438,"Best experience. We shopped around and compared different companies and options. Solar Max met our needs. Inside Sales Manager, Jacob Richardson, was very patient with us. He never pressured us nor did he bombard us with thousands of emails and phone messages. He answered all questions, provided us with anything we'd ask; i.e. charts, pictures, and timelines. He worked at our pace. And he's local; not from out of the county or state. He did not abandon us even after we signed. He was with us step by step through the entire process. He even turned on our system himself. Great customer service. We highly recommend SolarMax.",5,0.6369
1082,1087,21510,The most amazing experience I had with EMS Contracting Corp was how easy and effortlessly each and every one handled this job; everything was installed up and running within 2 weeks.,5,0.7902
1083,1088,924,Aegis staff stayed on top of the entire process from design to installation. They were very competively priced and the most important aspect of their business model for me was they do not use any subcontractors at all. Everyone including the electrician(s) are employees. Many installers use subs.,5,0.2716
1084,1089,21448,"David and Adam were incredible.  From the time I was interested in solar, to the time I got it installed was extremely fast.  Overall it was a great experience and suggest that if you have solar needs you go with Sunrise Solar!!!",5,0.6892
1085,1090,21729,NO PROBLEMS   THANKS,5,-0.25
1086,1091,21721,"Nick and his team have catered to all of my needs, and more importantly my specific wants for placement of my solar system.  I am not gonna lie I was pretty picky about it being ran down the house a certain way and they met and exceeded my expectations.  I am recommending them to everyone in my neighborhood.",5,0.6486
1087,1092,20383,"I am very pleased with Great Sky Solar with everything they did from start to finish. I am an Engineer and technically fully understand the technology. I had many questions and they patiently answered everyone of them. When I left messages, they quickly returned my calls. They came when they said they would, cared about how everything looked and did a fantastic job putting the system in.
Everyone is knowledgeable and very professional. I would highly recommend them to anyone.",5,0.8204
1088,1093,20133,The panels look great and are very affordable. They are very efficient. I am amazed at how much energy they produce even when the sun isn't directly overhead.,5,0.6486
1089,1094,20122,"I was very impressed with the Inverter and the Optimizer used in my system. They were great even with low light.  I had some technical questions, so I called the company. They answered all my questions, but one.

I asked if and when they might plan to have a Battery Backup option. They informed my of the 7600 Watt Inverter that has the battery option. Unfortunately, I needed the the 10K Inverter and with the Net Meetering Cap met in Massachusetts, I could not get approval for anything above 10K. They also do not disclose if and when they might include expansion of my Inverter to support a Battery.

I feel that they need to support their customer base and be more responsive to their customer's inquiries. They should be able to give a general answer to this question.

I was pleased with their Solar Energy App for monitoring the power produced. The monitoring they provided was great, but I was surprised they were high by a very consistent ""3.8%. The support person explained that it isn't a ""revenue grade meter"" and therefore could be +- 10%. 

I only regret is they don't provide a way in the App to adjust the measurement to get it inline with the actual power produced.
",4,0.7089
1090,1095,20397,"After receiving several quotes, the first view is with the overall cost.  My next was with the years in business and experience.  I am willing to pay a little more for established and trusted business. To my surprise I got both with Sun City.  Their descriptions were clear and they had that experience in other areas that I might add on down the road.  It is nice to get  quick service, have your mind set more at ease in something so new as this.",4,0.6786
1091,1096,21378,I received my first quote from Novos much sooner than expected.  The details within the quote were clear and very detailed.  The other item I appreciated was the additional customer feedback associated with their company.  Having those words can mean more than those of the company themselves when based on ones own experience.,4,0.5106
1092,1097,21117,"I had a small cabin built in the southern Adirondacks about 12 years ago. There is no power on my road so I installed an 11kw propane generator as my power source. It gave me all the power I needed but  when I only wanted to turn a light on to read or make a cup of in the morning the generator was over kill and the noise from it ruined the peace and quiet of my Adirondack retreat. I found Downstream Construction on the NYSERDA website but I was concerned my project would be too small for them to bother with. I was wrong. Nick Kirk, their solar star, met with me within days and discussed my needs. Not only was he interested in my project but he talked me down when I suggested options that he said  would be too  big or expensive for my needs. His words were ""I would not feel right selling you something you don't need"". We struck a deal and Nick delivered as promised. I can now enjoy a quiet cup of coffee,read and even watch a football game on TV without the generator roaring in the background. I feel lucky that I found Downstream Construction.",5,0.4939
1093,1098,20919,"NC Solar Now did everything. They're very great at explaining the process of how it all works, while figuring out whats' best for you, and your budget. I live in a neighborhood and have a HOA, NC Solar even dealt with them for me. Not to mention it looks amazing. Just an overall professional and customer-oriented company. I would recommend them to anyone, no questions asked!!",5,0.8622
1094,1099,1013,"big supporter of solar energy.  had the panels installed by astrum solar (since bought by direct energy) since 2010.  Installation was relatively good, failed inspection twice, but minor issues.  Don't pay utility bills at least 9 mos out of year, large install 58 panels.  Issue is customer service after the install.  Getting worse with direct energy.  Understaffed, takes at least 6 weeks to get inverters replaced, customer support overwhelmed, dependent on Enphase to get them parts, do not stock.  Repair staff is 1-2 people, one gets injured or out of office and leadtime doubles.  Don't even know when someone has been out here  and then takes a week to turn the new inverter on.  Large turnover in staff.  Seem to be great in selling the install, and doing the install.  Recommended to two other friends based on that.  Would not recommend based on service.  Keep saying they will fix staffing and inventory parts to shorten lead time, does not happen.  Direct energy cuts staff.  I have complained, escalated, and nothing works.  4 inverters out in the past year.  Enphase does NOT monitor even though they are suppose to.   I have brought EVERY downed inverter to their attention, so I have to daily monitor myself.  Never brought one to my attention.  If you don't monitor you won't get it fixed.  They say they will reimburse us for lost energy.  Very short sighted.  The $25-$30 they are reimbursing me is costing them thousands as they are never seeing another referral.  My 2 referrals spent over $50k.  Future referrals ZERO.  So short sighted.  Direct Energy's name doesn't even come up in discussions in our area as they are not considered a player anymore.  Premium price for less than average service. ",2,-0.4019
1095,1100,20046,"""From the first call to Hudson Solar I was pleased. Every person is incredibly professional, respectful, and accommodating. Chris, the sales rep. went above and beyond. He was always available to answer questions. I was never left waiting. The process itself was quick and painless. Within one week the solar panels were installed, the project inspected, and we were solar. Even after all money was paid, Chris emailed me with suggestions. In fact, he even came over the house one month after the project was completed to answer questions in person. I love Hudson Solar and highly recommend their product to anyone."" 

With a pool filter running 6-8 hours each day all summer long, an air conditioner running occasionally, and all the electricity used in the house (my house is run solely on electric) my bill for two months was $52.00 (May - July) and $64.00 (July - September). Pretty awesome.
",5,0.8074
1096,1101,1865,"Southard Solar was listed among several companies on the Energy Sage website.  We contacted a number of companies, but were particurlay interested in Southard because of their close proximity to our property.  Our entire experience was very positive.  Sourthard uses high quality panels, installed everything in a half day, and did all the leg work with local government and the REA to get us up and running. Southard has a strong team that works hard and efficiently to make going solar easy.",5,0.8176
1097,1102,1865,"Southard was awesome start to finish.  I did very very little work in the whole deal.  The panels look great and everything happened in a reasonable timeframe.  Once the permits were all set to go, they said they would be out the following week and that's when they were there.  Completely different experience than I have had with any other contractor.  They were very friendly and super trustworthy.  The panels are producing more than I thought they would already, though winter is coming.  I didn't get to see any peak summer numbers, but my averages so far have lowered my estimates for payoff.  The app is awesome to monitor what is happening everyday in terms of production.  ",5,0.9053
1098,1103,21658,"GFE recently installed an 11.6 kW system for me.  They made the experience very smooth, and all the paperwork was handled for me - even the rebate form for my electric provider.  All I had to do was sign the document.

The installation process was great.  The crew was professional and courteous, and all my questions were answered clearly and quickly.",5,0.7184
1099,1104,20545,"I am not inclined to submit a poor review online.  Therefore, I'd prefer to share my experience details directly.  I can be reached at ec_guru@yahoo.com.

Thank you.",3,0.3612
1100,1105,20587,The folks I worked with were responsive and helpful. I would definitely recommend them to anyone who wants a solar installation.,5,0.6486
1101,1106,21356,"This was the greatest experience I have ever had working with a company.
Their associates were very professional,showed up on time every day, made sure everything was done right and looked great. 
I am very happy with their workmanship and the quality of the products they used. I would recommend this company to my friends and family or to anyone that asked me about Solar Companies.
Their management had great follow up and keep me informed as the process went along.
Great job guys keep up the good work.
 ",5,0.7906
1102,1107,452,Everything has been perfect. Best decision I ever made. ,5,0.6369
1103,1108,452,I was able to get my solar system installed before the Nevada Public Utilities Commission changed the rules for net metering.  Solar City took care of everything and i was able to enjoy low energy bills all summer here in Vegas.  They were professional every step of the way.  I would not have changed a thing with my experience with Solar City.,5,0.7506
1104,1109,21703,Great crew. Worth the wait. I had to put some insulation back in place in the attic but no big deal. An end cap came off the uni-strut but it snapped back on. No roof leaks but I had to repair a piece of sheet rock to run the wires to the basement.,5,0.6249
1105,1110,20622,"good communication and customer service 
process took a bit longer than expected but overall happy with the outcome",5,0.7906
1106,1111,20107,"It took a month to resolve price and kWh production issues.  Be sure the annual kWh production is noted in the contract before signing.  If you are a CEI customer, they will only allow 90% of your annual consumption and that was not considered in the initial quote and payback estimate.  Despite the contract signing delay, installation was clean and followed the original schedule.  It took a day for 20 panels and two days for the electrical.  Follow up support has been prompt. SolarEdge monitoring is great fun on the smart phone. ",4,0.8779
1107,1112,452,Absolutely fucking horrible ,1,-0.6214
1108,1113,21567,We turned on our new Solar installation yesterday. Thanks to Brighten Solar we got the highest quality equipment and service we could ask for.                 Jeremy Favier  was the first rep to give me an onsite inspection and confirmation of his online bid. He was always prompt and professional every step of the way.  The personal attention Brighten Solar gives is outstanding.   We are very happy we chose the right Solar company.,5,0.7845
1109,1114,452,"System took far beyond expectations. No one in customer service ever had answers for me, local managers in bakersfield are a joke and can not do a thing to help. You are clearly a number in this company not a valued customer! Wish I went with another company but now I'm stuck for 20 years...",1,-0.1655
1110,1115,21715,"We selected Malcarne for our solar installation because we were happy with the expertise of their Solar Division manager, Greg Pullen, and because they gave us the best price.  We also could not say No to the 0% interest financing that they arranged through Green Sky.",5,0.836
1111,1116,452,Terrible customer service and sells representing still dealing with some damaged that was done after 6 months still not fixed.....,1,-0.7184
1112,1117,21670,"We had an OUTSTANDING experience with PacWest Power.  I dragged my feet on going solar, because I knew it would be a big project, and my wife was worried the panels would look ugly.  But after interviewing a few companies, we finally decided to go with PacWest, because they gave us a competitive price, and were one of the few companies that was willing to work with the HERO program on financing.  They were also accommodating in where they placed the panels.  We ended-up needing 54 panels(!), and the routing of the conduit to the electrical panel was complicated. But believe-it-or-not, the system is not that noticeable, because of the extra effort the guys put in.  Richard, who is one of the partners in the company, was especially excellent.  He and his wife actually came to our house on a Saturday morning just to make sure we were happy with everything.  And it only took about a month for us to get connected to the grid (which Richard completely handled).  Our electricity bills went from close to $700... to 96 cents!!!  I will definitely be referring my friends to PacWest Power.",5,0.7213
1113,1118,21553,"Solar by KISS signed a contract to put 36 solar panels on my roof, at some point they decided that they could only put 24 panels on my roof. Did they come to me to discuss the difference or admit they made a mistake and try to fix it? No, they went behind my back and tried to register a 24 panel system with the NJ SREC program without my knowledge and hoped I wouldn't notice. When I asked them about the discrepancy, they lied to me. I confronted them and they tried to convince me to sign a new contract with them for a 24 panel system. I refused and asked for my deposit ($10,450) to be refunded because they were dishonest with me. After over 50 emails and phone calls they finally agreed to refund my money by a certain date, that date came and went and I never received my money back. They came up with one excuse after another e.g. you have to wait 30 days until the refund is issued, we need a certified letter, the check is on the CFO's desk but not signed, the CFO is out this week, etc. They took great pleasure in giving me the run-around, not returning my phone calls, transferring me to a number that  either rang forever or prompted me to leave a message that was never returned, accepting my call and pretending they couldn't hear me or calling me back on my home phone number when I left my mobile phone number, etc. The entire office seems to be staffed by people that think it's acceptable to tell lies if they are being paid to do it. It was only after I filed a complaint with the Better Business Bureau, NJ Division of Consumer Affairs and the PA Attorney General among others that I finally got my money back.

Some of my other issues with KISS is that they required 90% of the total cost of the project paid before anything was delivered to my house or any work was done at all and that they didn't provide me with a copy of the contract I signed until I insisted on it.

In 25 years of dealing with all different types of contractors I have never dealt with a bunch that is as dishonest and unprofessional as Solar by KISS/KISS Electric. 
",1,-0.7906
1114,1119,21592,"My system installed by United Solar Associates has been up and running for 8 months and is a huge success.  United Solar Associates has more than lived up to their obligations and commitments under the installation contract.  They committed to complete the installation by the end of 2015 so I could take the tax benefit for that year, and they followed through on that commitment.  The workers were friendly, responsive and completed the job with a minimum of disruption.  After the installation, we had a couple of problems (I've forgotten the details), but they troubleshooted and fixed them quickly.  They also were very patient with helping me solve another electrical problem (a breaker kept tripping), which turned out to be completely unrelated to the solar system.  Since the installation, Lucas, the salesperson, has answered the occasional question I've had and helped me trouble shoot the wireless connection to my router used for monitoring the system.  The system is producing as expected, perhaps even a touch more.  All-in-all, I'd recommend them in a heartbeat.  ",5,0.8316
1115,1120,21342,Our system was installed as promised.  I has worked flawlessly.,5,0.3612
1116,1121,21712,"We used Solar Symphony recently and were very pleased with how easy it was to go solar!  The Solar team and contractors at our house were very professional and considerate to our needs.  We are extremetly pleased with the outcome and look of the panels on our house!  We will definitely recommend Solar Symphony to others!
The Dorris Family",5,0.7495
1117,1122,20107,"  After the site review from Cody, it was pretty much downhill. Someone from the office called and said they had lost the check I had given Cody and requested a new one. Later it was discovered the check had been cashed and deposited. The PV installers arrived without notice (luckily I am retired and at home at the time). During the install, they failed to use standoffs on their latter and scratched my new gutters. The cabling was not secured properly and the mounting rails were crudely cut. When the electrician mounted the inverter, I noticed they had ordered the wrong unit (one week lost waiting for replacement). The system is currently up and running as advertised. ",2,-0.6765
1118,1123,21517,Working with Freedom Solar was easy. Nathan my salesperson answered all questions and the installation went very smoothly. And I love the energy savings. I will definitely recommend to friends. ,5,0.8074
1119,1124,21110,Always on time and consistent. Made in USA Solar Panels and reasonable pricing. ,5,0.0
1120,1125,20659,"We were very pleased with our experience with Fire Mountain Solar (FMS). From the initial contact with their office, I felt that we would have an excellent experience.  A solar technician from their office responded quickly to our inquiry about a solar system, visited our site, and gave us excellent advice about our options for equipment and location.  Joan at their office worked with us over an extended period of time evaluating options and pricing as well as assisting us with rebate and funding options.

Once the papers were signed, the project proceeded quickly and smoothly.  Tim, the owner, was onsite managing the work.  His crew was extremely courteous, highly professional, and considerate of our wishes on ""small"" decisions.  Similarly Brad the master electrician went out of his way to accommodate us on his (rather complicated) part of the project.  The project was completed within the proposal bid amount.

If you are considering solar, I would strongly recommend that you consider FMS as one of your contacts.  They are very competitive in their pricing and will treat your project with the same care as if it were being done at their very own house-that's how they do business. Choosing FMS was a great decision for us. Highly recommended",5,0.8104
1121,1126,20682,"What a great set of folks to work with!! I had a really excellent experience getting my solar panels installed through them. Dedicated to energy conservation, they were fair in pricing, always picked up my call whenever I had a question and did a flawless installation with a great set of panels and inverters.

I wholeheartedly recommend them if you are looking to install solar on your roof. ",5,0.93
1122,1127,20647,"I chose Allterra because they were a local company whom I could talk to easily even though their bid was slightly higher than the lowest bidder. 
However, when compared to the bid by Solar City, Allterra's bid was much better. Approval from HOA took a little time but Allterra was very patient during the entire process. Once all the approvals were in place, Allterra sent very competent people and installation, city inspection and pge net metering went very smoothly.",5,0.4404
1123,1128,21801,"Great installation crew. They really understand what they do and they do it without any shortcuts. That is rare in contracting business. Adam Lubeck, the crew chief, was very disciplined and got the job done. Big thank you.",5,0.6249
1124,1129,20626,"I volunteered on a few other projects first then, signed up to have my home done.  I wanted to be a part of the installation itself and do it along with getting a new roof put on and they worked with the awkward scheduling of that to make it all happen.  ",5,0.0
1125,1130,20587,"These folks are a pleasure to work with. I found them to be honest, ethical, professional and knowledgeable. They designed and installed a quality system for us that is functioning nicely. We knew what to expect all along as the project progressed. Each member of the team communicated well and responded to our requests. They respected our property and left everything in great shape when the job was complete.",5,0.802
1126,1131,21347,"Extremely pleased that we went with Empire Solar. After numerous knocks at my door/phone calls, I caved in and listen to a sales person from Empire Solar.  Our system has been up and running for several months and I just got my first electric bill of $4.13. I will say that I made the right choice! MI am receiving the results I was told I would! ",5,0.4927
1127,1132,452,I was looking into solar after talking to a rep at Solarcity I decided not to move forward because he lied and I felt that he only cared about making a buck and that's not customer service and also I told the rep that I wanted to be put on the Do not call list and I was getting calls everyday and all times of the day I will never recommend SolarCity at all and I don't want to be reached by your office.,1,-0.1857
1128,1133,6200,"We began this process in late August with e-mails and phone calls with an RGS representative at their main office in Colorado. He was friendly and helpful. After meeting with the local representative, a proposal for 23 solar panels for our roof was submitted on the Energy Sage site. While this gave an estimated installation date of October 1, we were told it would be quite a bit after that.

We signed a contract and gave them a $250 deposit.

On September 12, tech people came to do a site survey. After a few days, we heard from the local project coordinator that the information had been given to the engineers who were designing the layout and that we’d hear back when they were finished. After more than 3 weeks, I attempted to reach her. After leaving several phone and e-mail messages, she finally called me and said she didn’t know what was happening and would get back to me.

Again I heard nothing. So I called the person at the main office again and was told that they were not going to do our project. I asked why and was told that he didn’t know and would get back to me with the information. 

After not hearing back from him, we got in touch with someone at Energy Sage. She called the company and was told that someone would get back to us with the information about why they canceled our project. After a number of follow up requests on our part, no one has yet gotten back to us.

At this point, after 3 months, we are still waiting for both a refund of our money (the deposit) and any information. Needless to say, we are incredibly frustrated and wanted to warn others who might be tempted to work with RGS.",1,-0.624
1129,1134,21723,"Verisolar responded to my EnergySage bid request in a timely fashion, though their response was that my roof geometry and current grid pricing didn't make me an ideal solar candidate from a financial perspective.  I suspected that might be the case, and I appreciate both their honesty and responsiveness.  I can't comment on the other rating categories as I did not pursue them as an installer, so I'm leaving those blank.",4,0.6124
1130,1135,1364,"I bought the ""full treatment"" of a solar fan, special biodegradable R30 insulation, and a solar water heater from them in 2010. I did not see much changes in my electric bill, but the solar panels worked for the first six years.

This year, we had a problem for the first time. On October 21, the water was not heating and the water began to build up and rush off the roof. Since the unit is under warranty for the first 10 years, we called and they instructed us how to stop the solar component (and have it run on electricity). 

I was told by their service person to call back on Monday, October 24, to confirm when they could come out to look at it. I called on Monday and they said they would have someone come out within the week.

On Monday, October 31, I had not heard from them. I tried calling them and it went instantly to voice mail (or their phone would not work). I tried calling in the morning, afternoon, and early evening. It did not matter. I then tried call on Tuesday -- and found the same problem. Finally, on Wednesday, November 2, I left a message, explaining that we had been waiting for almost two weeks and that we had been promised someone last week. If I did not receive a call back, I would cancel the request and post my problems with their service.

They have not call back, hence this review.

I called Solar Source and they got back to me in one day. I have an appointment set up for next Tuesday. It was very quick and easy -- and completely different response and professionalism than Guardian Solar.",2,-0.5719
1131,1136,21810,"After being solicited by two other companies I chose Jared and his team because they were true professionals.  To start, Jared explained in detail the system and its benefits.  I made sure to ask him detailed questions and he answered just about all of them.  The ones he was not 100% on, he declined to immediately answer, but his response time was outstanding.
No smoking mirrors, just the facts!
He took the time to review our power consumption over the last several months and provided an accurate calculation the met expectations.
The installation team was professional and respectful.  They treated our home as if it were theirs.  Upon completion, the system was neat and clean.  The inspection process took longer than expected, but this was no fault of 2nd Energy.
Overall we love our system.  We especially enjoy the reduce energy bill we receive each month.  I would recommend 2nd Energy to any and all people interested in Solar Power.",5,0.7579
1132,1137,20626,"Bryan was knowledgeable, patient with my questions, and thorough in his work. And the whole process was incredibly quick. And the price was very right. Let's kick coal to the curb!",5,0.0
1133,1138,21810,"Not knowing much about solar 2nd energy was helpful in educating my husband and I and walking us through the process step by step, they provide excellent customer service from start to finish and even months past installation. Very competitive costs would recommend.",5,0.8225
1134,1139,21510,"I contacted with Denise and overall he coordinated everything. He was very patient with my many questions, thorough, and helpful.  Anyone who's even considering going Solar, don't even bother looking elsewhere, call EMS Contracting Corp, I promise you will not regret.",5,0.6876
1135,1140,1341,This company did exactly what they said they would do when they said they they would. One of the best company i have ever delt with. I will do buisness with then exclusive for the products they carry.,5,0.6369
1136,1141,21211,"Marvin and the gang from SuperGreen have been in and out of my house a dozen times by now.  I contacted them first about a solar project and they performed a thoughtful and complete assessment of solar potential.  As part of their overall ""seal the envelope"" consideration, they had recommendations that could both reduce our consumption and our heat/cooling leaks.  Thus far, SuperGreen has completed over 10K in projects for me.  We are quite happy with our Indow Windows and our full LED retrofit.  When we are ready to pull the trigger on solar, they'll be our first call.  They have been able to schedule prompt returns to the house to make a few minor repair and fixes, and have always been extremely courteous.  I'd be happy to be a reference for their future prospective clients.  Hire them with confidence.",5,0.6115
1137,1142,21812,"Bought a 15kw system with LED's and a hybrid water heater. The month between when the led's, water heater were installed and solar were installed our bill dropped around 17% over last year. Once ONCOR was finished tasking its sweet ass time and turn the panels on things got exciting. I got on green mountain's buy back program and after 1 cycle, the next bill was -$34... 

The only negative was getting solar edge monitoring up and running. I don't know why it has to be so complicated. 

Either way Circle L is a-ok in my book. 
",5,0.4019
1138,1143,424,My experience with NuWattEnergy from 1st meeting with Representative to my new solar system they installed being turned on for me by no less than the CEO himself was outstanding.  They gave me a clear concise proposal with set dates for completion of different phases of my installation to final completion.  They met every single one of the milestone dates as quoted.  The system has operated flawlessly and I have not had an electrical bill for over a year since installation.  I recently contacted them to ask if they could possibly install a Snow Guard system to prevent heavy cascading snow off the solar panels and they agreed to research what kind of system would be best for my installation.  They proposed a system with a very nominal charge for installation and it was just installed last week without a hitch.  I can't say enough about this company and their professionalism.,5,0.7506
1139,1144,21117,"I chose Downstream Construction for my solar company for many reasons:
1. Very prompt in coming to my site for the solar survey!
2. The price was reasonable and so were the upgrades I ordered or Downstream included for free!
3. Very professional installation in a short period of time!
The only solar estimate company tat did construction also, so structural concerns could be addressed at the time of installation (ie. adding braces to roof beam that was cracked)!
5. Nick Kirk and team explained how the system worked and helped me with all the paperwork for tax deferment and tax rebates!       ",5,0.5562
